component,bagofwords
org.wordpress.android.ui.stats.StatsInsightsLatestPostSummaryFragment,Suppress Warnings unused public void Event Main Thread Stats Events Insights Latest Post Summary Updated event should Fragment return Model View main null Visibility Available VISIBLE GONE Views Count Integer VALUE refresh Service Endpoints Enum INSIGHTS LATEST POST VIEWS show Placeholder else update Details Section Error Point Name protected super Added Data Text module Title find stats title Click Listener Color Resources color link text Linear Layout Activity Inflater inflate layout insights latest post item Group Result Container Root false String trend Label string since Utils Since Date Lower Case Escape unescape Html final Formatted format start Index index length Spannable description Foreground SPAN EXCLUSIVE Field label Override open Reader Webview Blog value Constants ITEM TYPE tabs Child current switch case setup Decimal Visitors Overview break Like LIKES Comment COMMENTS Launcher Single summary 
org.wordpress.android.ui.stats.URLSpanNoUnderline,public Span Underline String super void update Draw State Text Paint draw false 
org.wordpress.android.ui.stats.ReferrerSpamHelper,public Referrer Spam Helper Activity activity Weak Reference static boolean Action Available Group Model group String domain Domain return Text Utils Empty equals wordpress void show Popup View anchor final referrer null Finishing Menu popup Item menu Rest Call Progress Marked string stats referrers marking spam else unspam Click Listener Override item Title Client rest Word Press Path Marking format sites delete Blog false true post STATS Enqueuing following REST request 
org.wordpress.android.ui.stats.StatsBarGraph,public Stats Graph Context context super width Layout Params MATCH PARENT height Resources Dimension Pixel Size dimen stats barchart Properties paint Typeface Cache Detector Gesture Compat Listener Longpress Enabled false void listener this Override boolean Touch Event Motion event handled null return private View Style Horizontal Labels Index Dependent Color color grey darken Vertical Text extra small Grid TRANSPARENT lighten Custom Formatter Number number String format double value Value Instance Maximum Fraction Digits draw Series Canvas canvas Data Interface values float graphwidth graphheight border diff horstart style colwidth length Column Width Stroke thickness Chart Rect Rects Linked padding left right bottom outerhighlight ffffff Position Highlight Weekend Days Alpha Shader shader Linear Gradient WHITE BLACK Tile Mode CLAMP else Drawed Screen days redraw reset 
org.wordpress.android.ui.stats.StatsVideoplaysFragment,Suppress Warnings unused public void Event Main Thread Stats Events Video Plays Updated event should Fragment return Videos update Section Error null show Override String Title string stats view videos 
org.wordpress.android.ui.stats.StatsTagsAndCategoriesFragment,Suppress Warnings unused public void Event Main Thread Stats Events Tags Updated event should Fragment return Container Group Expanded clear update Section Error null show Override String Title string stats view tags categories 
org.wordpress.android.ui.stats.StatsWidgetProvider,public static void update Widgets Logout Context context refresh Login remote Blog Volley Error error null STATS received that return instanceof android volley Auth Failure widget From Remote length local Stats Utils Local blog Word Press Dotcom Flag show Message String string stats permissions else sign jetpack different account Show Cache Available Generic Visit Model data called found current Date Current Table JSON Object Data views Views visitors Visitors comments Comments likes Likes prev Prefs Empty catch Exception Override Update Manager This when created first time example user adds instances your this only Enabled last deleted from host where should clean work done such temporary database param which receiver running Disabled Analytics Tracker track WIDGET REMOVED flush reset Keys every blank cannot remove home screen Deleted enqueue Request Intent intent Service class Extra BLOG PERIOD Timeframe DATE SECTION Endpoints Enum VISITS ordinal start synchronized boolean Displayed false Array names true 
org.wordpress.android.ui.stats.StatsUIHelper,public static void reload Linear Layout Context List Adapter adapter linear Number Items Toshow null return count Math Count remove Views Existing Child Remove Color TRANSPARENT final view convert Background Without Resetting Padding drawable stats list item background else invalidate STATS GROUP ITEMS Group Expandable Sparse Boolean Array Expanded group boolean child Container find layout container Visibility GONE Image chevron cell clear Animation Resource right Stats Helper false Position Click Listener Override Children should true hide private animate expand Scale Duration ANIM DURATION Interpolator Start animation Repeat start Chevron Removes underlines string replacing Span occurrences Underline objects param Text Spannable example casted Underlines spans Spans length class Bars Show Utils Smallest Width TABLET Display Landscape Word Press 
org.wordpress.android.ui.stats.StatsWidgetConfigureActivity,Override public void Create Bundle saved Instance State super Intent intent extras Extras null Widget Manager EXTRA APPWIDGET INVALID Result RESULT CANCELED finish return Account Helper Signed Toast Utils show Base Context string stats widget error account Duration LONG List String Object accounts Word Press Blogs Hidden size visible blog Integer local Screen Finish Content View layout config activity Adapter setup Action Recycle boolean Options Item Selected final Menu item android home Back Pressed true Site Click Stats Configure Record site 
org.wordpress.android.ui.stats.StatsAbstractInsightsFragment,Override public View Create Layout Inflater inflater Group container Bundle saved Instance State view layout stats insights generic fragment false Text module Title find title Empty Module Placeholder Linear empty placeholder Result Container result Error Label error text return 
org.wordpress.android.ui.stats.StatsAbstractFragment,public void refresh Stats null Override Create Bundle saved Instance State super contains ARGS TIMEFRAME Timeframe Serializable SELECTED DATE Date String restore Data Attach Activity activity Resource Vars Save Resume Available update else show Placeholder Start Event Default register this Stop unregister boolean should Update Fragment Events Section Updated Abstract event Added return false equals Same Blog true Error error Service Endpoints Enum section Point Name sections length static Visitors Views Type view local Table timeframe Overview Label item Select fragment Selected Item switch case GRAPH SUMMARY break POSTS PAGES Posts Pages REFERRERS Referrers CLICKS Clicks GEOVIEWS Geoviews AUTHORS Authors VIDEO PLAYS Videoplays COMMENTS Comments TAGS CATEGORIES Tags Categories PUBLICIZE Publicize FOLLOWERS Followers SEARCH TERMS Search Terms INSIGHTS MOST POPULAR Insights Most Popular TODAY Today LATEST Latest Summary args TYPE LOCAL TABLE BLOG Arguments 
