"sentence","category"
"Music  downloads","OTHER"
"Awesome","OTHER"
"Won't look up and songs.","PROBLEM DISCOVERY"
"Slow as hell and quality such a was of time and space on my phone","INFORMATION GIVING"
"This app has the new R5 songs ive been searching for.downloading so many music downloaders and couldn't find.they should have more apps like these","FEATURE REQUEST"
"Worst app EVER!!!","OTHER"
"This has problems!","PROBLEM DISCOVERY"
"Hate the new update!","OTHER"
"Pls return it like what it used to be pls.","OTHER"
"I have hard times of finding  a new music downloader, pls fix this","INFORMATION GIVING"
"it literally just wont download.","INFORMATION GIVING"
"it downloads for a few minutes then stops and sometimes doesnt even add the download to the transfers like","OTHER"
"It sucked.","OTHER"
"Wouldn't load anything","OTHER"
"Very good app but i get mad when i cant find certain songs frostwire should have every song ever heard be downloadable but its an outstanding app for music","PROBLEM DISCOVERY"
"So i decided to uninstall it.","OTHER"
"Songs do not show up on search engine.","OTHER"
"The ones that do don't even download.","OTHER"
"Waste of space and time.","OTHER"
"Love it","OTHER"
"Its alright but not that cool","OTHER"
"Good app have used it to make ringtones for my phone it is great","OTHER"
"AWE'some","OTHER"
".","OTHER"
"but I can't find a few artists, such as Juliet Simms,  Bea Miller .","PROBLEM DISCOVERY"
"It's pretty good, but whenever I tried to open a particular app it opened Frostwire instead which was pretty annoying.","OTHER"
"Also, the songs I downloaded would cut out and skip to the next one after about 30 seconds.","OTHER"
"I love the music","OTHER"
"I've used this app for over a year and I get a new phone and the app doesn't even work anymore.","PROBLEM DISCOVERY"
"I'm very disappointed.","OTHER"
"I think it's awesome that the app responds to a review for the user having issues.","OTHER"
"5 stars!","OTHER"
"Probably the best free music downloader on Android has every song or artist I want to listen to everything is free and it worked without WiFi which is a plus for me no more paying $1.50 for just one song I can get it for free I love this app!!!","OTHER"
"It's not that good of an app","OTHER"
"Some of the song i can't download but some songs work","PROBLEM DISCOVERY"
"Found a rare song in wonderful quality.","OTHER"
"Thank you, Frostwire!","OTHER"
"I use it all the time on my s5 and it is great.","OTHER"
"I always find the song I'm looking for, download is quick, and it's free.","OTHER"
"The support service answers all questions and is very convenient.","OTHER"
"Its everything","OTHER"
"I searched something and it just never charge","OTHER"
"It downloads random songs that you don't choose and it delete songs you don't want delete  and it doesn't have half the songs you want","OTHER"
"I did not have storage problems until I downloaded the app.","INFORMATION GIVING"
"And I've only have three songs.","OTHER"
"Also are you guys recording my phone conversation, I keep having past conversation come up in my frostwire audio files its not happened anywhere else in my phone and its never happened before but if it happens again I'm uninstalling because that is invasion of privacy.","OTHER"
"Stuipedly uninstalled it n now it's not downloading plz y boohoo","OTHER"
"It's not keying me download full songs and it keeps deleting all my songs so hope u can fix it","PROBLEM DISCOVERY"
"Your too big for my phone and I'm worried about deleting the cache, why is it so big, I barely searched.","OTHER"
"It worked for a while but this new update sucks !","OTHER"
"So I would look up a song and it would not come up but it would have the music video pictures all that I didn't need I could look up a movie and be abel to download it","OTHER"
"Please Fix this problem!!!","PROBLEM DISCOVERY"
"U","OTHER"
"Great music app.","OTHER"
"Used to work fine.","OTHER"
"Now your searches yields no results","OTHER"
"Good","OTHER"
"I've been looking for a good app that u can download music for years!","OTHER"
"After countless downloads frostwire is still #1!","OTHER"
"Keep up the good work!","OTHER"
"To be honest this is the worst music app I downloaded 2 music's in that trash and it only said about 3 to 5 words","OTHER"
"I cant find anything i want .this app if a peice of sh*t","PROBLEM DISCOVERY"
"Especially since getting YouTube search engine back in","OTHER"
"Little slow but is ok","OTHER"
"Not work","OTHER"
"Finally some music on phone","OTHER"
"You can't test the songs before downloading","PROBLEM DISCOVERY"
"Every time I tried to open it it would close itself  and say sorry frostwire has stopped working","OTHER"
"Its  perfect","OTHER"
"Love it","OTHER"
"Suck release sucks","OTHER"
"So easy just tap and it goes in your pre installed song app","OTHER"
"Awesome app","OTHER"
"It's nice.I'm just worried about legal issues if I download a bunch of movies.I would hate to be arrested or sued.especially if they traced me.so I am unsure","OTHER"
"I cant download songs.","PROBLEM DISCOVERY"
"its unresponding","OTHER"
"Works great","OTHER"
"Recently started using it.so far so good","OTHER"
"la peor chingadera k pude aver bajado  no encuentra la musica","OTHER"
"WHAT THE HECK IS THIS","OTHER"
"This app sucks.","OTHER"
"I love it","OTHER"
"Find all the songs I want.no trouble downloading and dowloads fast !","OTHER"
"Although it freezes alot","PROBLEM DISCOVERY"
"It actually works","OTHER"
"I saw some good reviews about this app and I tried it out.","OTHER"
"It showed me all the songs I looked up and it downloaded it pretty quickly.","OTHER"
"I didn't give it 5 stars because the bar at the top is kind of confusing.","OTHER"
"But over all, it was great!","OTHER"
"It may not have all the songs I want but I love the fact I can play the songs offline as well as online good job guys x x x","OTHER"
"Sadly, took a while to load up.","OTHER"
"You can't preview music and the only reason why it's not copyrighted is because they put numbers in the name so it's not technically the name of the song plus there's half songs, who wants to listen to half of a song.","PROBLEM DISCOVERY"
"I have a question about this app.","OTHER"
"when I download an album or song its perfectly fine but the when I play the song it'll stop I the middle or at the beginning or randomly it's annoying and frustrating can you tell me how to fix this or give me some suggestions?","PROBLEM DISCOVERY"
"Thanks.","OTHER"
"I got this app on my last phone and my favorite song was 10minutes but the only problem was my favorite song was a virus that broke my phone","PROBLEM DISCOVERY"
"This app Is great love it","OTHER"
"Results are minimal and far from what you want","OTHER"
"It runs down my data so quick","OTHER"
"Amazing","OTHER"
"When ever my mom says she wants a to see a moive I just say no need to go to the store and spend $25 just download it on frost wire and (depending on your wifi) it could be done in about 3-5 minutes.","FEATURE REQUEST"
"I love this app.","OTHER"
"Its been the my favorite app sense 2009.","OTHER"
"Same way with songs.","OTHER"
"Just a lot faster.","OTHER"
"Like 30 seconds and its done","OTHER"
"Great app","OTHER"
"Minor issues with loading Youtube videos but keeps you updated well","OTHER"
"I can't listen to anything before downloading the song?","PROBLEM DISCOVERY"
"How do I know I am getting the right version?","INFORMATION SEEKING"
"Every song I looked up could not be found.","FEATURE REQUEST"
"I love it .","OTHER"
"Its a very good app with all kinds of music with today's hits","OTHER"
"Downloads are crisp clean and easy to find","OTHER"
"I liked it before but now it takes forever to find a song.","OTHER"
"You can't even listen to the song before you download it.","PROBLEM DISCOVERY"
"And most of the songs as bootleg","OTHER"
"This use to be my favorite app now it works only the first 2 minutes, after that no matter what you type in it just contiues searching.","OTHER"
"Very disappointed, nothing like it use to be.","OTHER"
"Would rate better if issue was resolved.","OTHER"
"I have a Sprint Galaxy Note 3","OTHER"
"Great app","OTHER"
"Worthless","OTHER"
"Okay so I downloaded this from the actual website so I could have my youtube search bit now every time I try to get something new it says error.","FEATURE REQUEST"
"Love it so eazy","OTHER"
"Yeah that's about it","OTHER"
"0000000000000000000000","OTHER"
"Its ok to work with.","OTHER"
"But there are some songs you can't find.","PROBLEM DISCOVERY"
"Not a lot of pop ads.","OTHER"
"Over all the app isn't that bad.","OTHER"
"It won't even load anymore it used to be so good.","PROBLEM DISCOVERY"
"Awesome","OTHER"
"Its full of crap that only crappy,""get out ma hood"", people would listen to.","OTHER"
"I swear to god i only got one single song out of seventy that i, and by the looks of some people searching the same things, wanted.","OTHER"
"What in the hell is this apps problem.","PROBLEM DISCOVERY"
"Im furious by only getting one out seventy!","OTHER"
"SEVENTY!","OTHER"
"The hell ate you people doing shoving crap into peoples ears!","OTHER"
"Holy crap!","OTHER"
"Its amazing it works so perfectly I love this app","OTHER"
"This app is the best love it.everything song I need it shows  up.","OTHER"
"Awesome app.","OTHER"
"This app sucks it has crazy pop ups so DON'T DO IT!!!!!!!!","PROBLEM DISCOVERY"
"Great app, if u want free music then I recommend this","OTHER"
"So garbage need to go back to the old one","FEATURE REQUEST"
"I Love this app","OTHER"
"I love this app.","OTHER"
"As always any upgrades are fine with me, but to find the neccessary ones are far and few between!","OTHER"
"This app actually finds the song want but it take lots of memory on your phone","OTHER"
"I love this app.","OTHER"
"It is an amazing way to download music tht u want.","OTHER"
"I just started using frost and i love it already","OTHER"
"Nice","OTHER"
"Does this app have full songs it only lets me download like 26 seconds","INFORMATION SEEKING"
"This app let's you search and download almost any file.","OTHER"
"Used it for a school project tons of help","OTHER"
"Couldn't find any music!","PROBLEM DISCOVERY"
"This sucks now","OTHER"
"I've been finally finding songs that I couldn't find","PROBLEM DISCOVERY"
"This app is crap I doesn't load and its waste of time","OTHER"
"I am in love with this app.","OTHER"
"I truly hope it doesn't change for the worst like others I've used.","OTHER"
"I wish I could rate higher","FEATURE REQUEST"
"Crashes a lot","PROBLEM DISCOVERY"
"I enjoy it","OTHER"
"Just sucks period.","OTHER"
"the app continues to play songs after i close it out","OTHER"
"I used this app before the new update now I can't find the selection I used to find and download speeds suck I waited 10 min to have only 5% loaded.","PROBLEM DISCOVERY"
