"sentence","category"
"Built by a person having simple,effective and artistic approach.","OTHER"
"Great!","OTHER"
"Works well, looks good, and it's FREE.","OTHER"
"Author should be paid.it's certainly worth paying for it (a nominal amount)
No annoying ads in your face!","OTHER"
"Awesome file manager with no annoying ads!","OTHER"
"Works great Open source, no ads, and free.","OTHER"
"Can't ask for much more than that.","PROBLEM DISCOVERY"
"Used Amaze to uninstall ES File Explorer, it felt good.","OTHER"
"Its awesome
Es got replaced I just couldn't find a better file explorer ,the best and most simply ui,many settings and open source
Coolest
Awesome Best material file manager!!!","PROBLEM DISCOVERY"
"Good one.","OTHER"
"Loved it ;-;
Amazing This file explorer has lollipop theme and root.","OTHER"
"And solid as solid explorer
Ui Ui attracts people
Better than es Now that es has gotten a little bloated and slow IMO, this app is great.","OTHER"
"Whether doing a simple file transfer, or browsing through your documents, this app is a must have.","OTHER"
"Awesome App
Cheers Bloody brilliant
Simply Amazing.","OTHER"
"Clean look and use.","OTHER"
"that's enough to get a 5 star I loved it
Nice Great looking.","OTHER"
"Looks great Suggestion, 1.cloud support, 2.","OTHER"
"Image browsing need to support gesture, instead of 1 at a time.","FEATURE REQUEST"
"3.","OTHER"
"Remove text editor, it can not auto detect encoding, have problem with large file, and never as powerful as pure text editor, which has syntax highlighting, replace, auto complete etc.","PROBLEM DISCOVERY"
"If u want to enhance txt editor, try with over 1mb novels, and replace func incliding \n. We'd better have edit/view mode switch, and coding/novel text mode switch, but is it necessary?","FEATURE REQUEST"
"Awesome Took me a moment to figure out setting up smb but once I got that going it works flawlessly.","OTHER"
"Open source is the best!","OTHER"
"lovely awesome
Moto g Love iT
Great file explorer Looks good.","OTHER"
"Smb access so I can stream shows from my home server, works great.","OTHER"
"Amazing Awesome app
It's not well This app can not start.","PROBLEM DISCOVERY"
"Great app, lots of potential Only missing is the ability to edit .txt/XML or any other text files.","FEATURE REQUEST"
"(Or I just didn't see it?)","OTHER"
"A lot better stock replacement, file manager.","OTHER"
"Awesome Loved it
Pure white brought me here xD
Awesome use of Material design
Open source and I love it
The best file manager It has everything you need
Great!","OTHER"
"My new favourite file manager This has become my new favourite file manager after another popular app went down the pan.","OTHER"
"Full featured but uncluttered.","OTHER"
"The best file manager for Android.","OTHER"
"If you want all the features the F-droid build has superior functionality​.","OTHER"
"Very useful for root users
Best file manager around!","OTHER"
"Best File manager out there
Works well and has by for the best looking interface of them all.","OTHER"
"Not only is the most functional best looking file manager.","OTHER"
"It's also opensource and ad free.","OTHER"
"Better than most ""pro"" versions of many popular file manager.","OTHER"
"Great app.","OTHER"
"Look nice,great UI.only thing missing is zip file support.","FEATURE REQUEST"
"Keep up the good work !","OTHER"
"Amazing I find this amazing, and i could say, this is the best UI i even found in a file manager !!","OTHER"
"New light blue icon is good!","OTHER"
"Great file manager Does what it's supposed to do and best of all it's free!","OTHER"
"Way better than any other ones on the Play Store.","OTHER"
"There should a setting in which Icons colors should change randomly otherwise it's a great app
Great
n1
Simple and to the point.","OTHER"
"Hopefully more features will come in the future.","OTHER"
"Put some nyc themes so it looks attractive
Amaze!!","OTHER"
"!!","OTHER"
"Thank You Team Amaze for being Pro India.","OTHER"
"Amazed by the ui.","OTHER"
"I'm in Love with the ui.","OTHER"
"Since download I've forgotten about es-explorer.","OTHER"
"and I can move multiple files at once., donno why others cant.","OTHER"
"And What it really lacks is support for zip and other compressed formats.","FEATURE REQUEST"
"Love the material design
Wow.","OTHER"
"Just wow.","OTHER"
"Very polished and plenty of options without any ads or bloat.","OTHER"
"Sadly, it is missing LAN file sharing, which is a deal-breaker for me.","FEATURE REQUEST"
"Also, some of the 1 star reviews are quite off-putting.","OTHER"
"Hopefully the devs are committed to ironing out all bugs.","OTHER"
"The best free file explorer.","OTHER"
"I'd love to see network functionality added in the future, otherwise this app is perfection.","OTHER"
"Nice work Another great open source app!","OTHER"
"And the only one I've found that opens tar.gz archives:)
My go to file manager!","OTHER"
"Awesome sauce!","OTHER"
"That is so lit🎮🎮🎮
The Most Beautiful Thing Ever I'm not even kidding.","OTHER"
"Its the most beautiful thing ever!","OTHER"
"Thank you for saving me a few bucks from buying Solid Explorer!!","INFORMATION GIVING"
"You are the best.","OTHER"
"I hope you don't change ^_^
When downloading, when I enter  Storage/Download directory the app keeps reloading itself please fix that
Free and not bloated Excellent app!","PROBLEM DISCOVERY"
"Used to use ES but the free version became so bloated, I got tired of it.","OTHER"
"This has all the basics, it's free, no adds or useless stuff.","OTHER"
"Perfect for my needs!","OTHER"
"Great job, keep up the good work!","OTHER"
"Light and fast!","OTHER"
"Cloud support would be nice.","FEATURE REQUEST"
"Does what it needs to I came here because es file explorer now has more bloatware than software.","OTHER"
"Please keep your software simple.","FEATURE REQUEST"
"A file explorer should just be a file explorer.","OTHER"
"Thanks.","OTHER"
"Great job on this.","OTHER"
"cool
Amazing Awesome app
Zip files Awesome app, just need option to open zip files.","FEATURE REQUEST"
"Best file manager Looks great works perfectly.","OTHER"
"Amazing!","OTHER"
"Excellent file manager!","OTHER"
"If you need a quick and free solution for managing files, this is the way to go.","FEATURE REQUEST"
"I only hope they add more features (a storage analyzer would be nice to find out what's eating up my space!)","FEATURE REQUEST"
".","OTHER"
"Why does it always open on Root folder?","INFORMATION SEEKING"
"I have not enabled root access, yet it always opens from root folder.","OTHER"
"I want it to always open from phone memory, and have the other tab as external sd card
Excellent It have everything you expect from a file explorer
Did what I wanted it to do .","OTHER"
"Found hidden unwanted photos and files.","OTHER"
"Great Better than my lg g2 file manner","OTHER"
"Amaze is a one the best file manager
The best file manager I've ever used!","OTHER"
"I used to hate material design,  I had no clue what it actually was.","OTHER"
"Then I got this app, it's beautiful!","OTHER"
"The only thing that it's missing is support for popular cloud storage.","FEATURE REQUEST"
"If you added Dropbox support, I would, I dont even know!","INFORMATION GIVING"
"I would pay you?","OTHER"
"Its amazing!","OTHER"
"The best file manager
Amaze(ing) !","OTHER"
"I'm very happy with the app.","OTHER"
"Thanks for being ad free & open source ☺
Love this app Beautiful design, love the random skin option in the settings.","OTHER"
"A little closer attention to Material Design guidelines (thinking slide out drawer specifically) would make this app perfect).","OTHER"
"Периодически вылетает
Material Design Finally!","OTHER"
"A file manager that looks good on Android L!","OTHER"
"Not only is the interface of this app superb, it also preforms simple file tasks well, and more advanced operations are either already available, or are under development as of this review.","INFORMATION GIVING"
"So far, this seems to be a well supported app with a great interface.","OTHER"
"It's.","OTHER"
"Amazing :D Solid app!","OTHER"
"Nice clean UI, has most of the features, still needs to fill up a few empty spaces, but very usable now and it's heading to the top.","FEATURE REQUEST"
"Best of all, it's open source.","OTHER"
"Keep it up, guys!","OTHER"
"Outstanding!","OTHER"
"I was having some issues with my CM file manager.","PROBLEM DISCOVERY"
"As I was searching highs and lows, I found this app in an XDA post.","OTHER"
"Thank you!","OTHER"
"One of the best file managers out there This gotta be in the top 3 best looking and functional file managers out there.","OTHER"
"Would give 6 stars if I could &lt;3
Great!","OTHER"
"Highly recommend!","OTHER"
"Great!","OTHER"
"If you need a fast, small file explorer and don't really want to have anything to do with rooting, do go with this!","FEATURE REQUEST"
"(PS, it's good even with root, just that I've not tried it that way :p)
Clean Enough said
Add FTP connection too Samba connection is good too but please add just FTP connection too.","OTHER"
"Great!","OTHER"
"Great Working now.","OTHER"
"Thanks.","OTHER"
"Pefect !","OTHER"
"Open source, lightweight, simple file manager.","OTHER"
"what more can someone ask for?!","OTHER"
"Amazing The best app to manager my phone with material design and faster!","OTHER"
"Best file explorer/manager I've used in a while A few minor issues, and I'd rather the navigation bar color not get hijacked, but overall nice and works.","OTHER"
"Material design is superb!","OTHER"
"Just what I've been looking for I love this manager!","OTHER"
"Perfect combination of form and function.","OTHER"
"Beats all the other file managers I've tried!","OTHER"
"Nice Modern UI
Excelente aplicación para observar archivos
Use good.","OTHER"
"Unlike seemingly every other file explorer on the play store, amaze is fully free, completely functional, and supports root.","INFORMATION GIVING"
"Definitely the gold standard.","OTHER"
"Absolutely brilliant.","OTHER"
"I absolutely love it.","OTHER"
"Holy wow.","OTHER"
"(Amaze)ing!","OTHER"
"Best file explorer with vast potential!","OTHER"
"All I found to have problem with is it doesn't detect otg devices.","PROBLEM DISCOVERY"
"Hope you'll add its support soon.","OTHER"
"Otherwise its a great app.","OTHER"
"Light and fast!","OTHER"
"Cloud support would be nice.","FEATURE REQUEST"
